Dates,Blocked,END where I got to
07-07-2034 to 11-07-2034,0,
08-07-2034 to 12-07-2034,0,
09-07-2034 to 13-07-2034,0,
10-07-2034 to 14-07-2034,0,
11-07-2034 to 15-07-2034,0,
12-07-2034 to 16-07-2034,0,
13-07-2034 to 17-07-2034,0,
14-07-2034 to 18-07-2034,0,
15-07-2034 to 19-07-2034,0,
16-07-2034 to 20-07-2034,0,
17-07-2034 to 21-07-2034,0,
18-07-2034 to 22-07-2034,0,
19-07-2034 to 23-07-2034,0,
20-07-2034 to 24-07-2034,0,
21-07-2034 to 25-07-2034,0,
22-07-2034 to 26-07-2034,0,
23-07-2034 to 27-07-2034,0,
24-07-2034 to 28-07-2034,0,
25-07-2034 to 29-07-2034,0,
26-07-2034 to 30-07-2034,0,
27-07-2034 to 01-08-2034,0,
28-07-2034 to 02-08-2034,0,
29-07-2034 to 03-08-2034,0,
30-07-2034 to 04-08-2034,0,
01-08-2034 to 05-08-2034,0,
02-08-2034 to 06-08-2034,0,
03-08-2034 to 07-08-2034,0,
04-08-2034 to 08-08-2034,0,
05-08-2034 to 09-08-2034,0,
06-08-2034 to 10-08-2034,0,
07-08-2034 to 11-08-2034,0,
08-08-2034 to 12-08-2034,0,
09-08-2034 to 13-08-2034,0,
10-08-2034 to 14-08-2034,0,
11-08-2034 to 15-08-2034,0,
12-08-2034 to 16-08-2034,0,
13-08-2034 to 17-08-2034,0,
14-08-2034 to 18-08-2034,0,
15-08-2034 to 19-08-2034,0,
16-08-2034 to 20-08-2034,0,
17-08-2034 to 21-08-2034,0,
18-08-2034 to 22-08-2034,0,
19-08-2034 to 23-08-2034,0,
20-08-2034 to 24-08-2034,0,
21-08-2034 to 25-08-2034,0,
22-08-2034 to 26-08-2034,0,
23-08-2034 to 27-08-2034,0,
24-08-2034 to 28-08-2034,0,
25-08-2034 to 29-08-2034,0,
26-08-2034 to 30-08-2034,0,
27-08-2034 to 01-09-2034,0,
28-08-2034 to 02-09-2034,0,
29-08-2034 to 03-09-2034,0,
30-08-2034 to 04-09-2034,0,
27-05-2035 to 01-06-2035,0,
28-05-2035 to 02-06-2035,0,
29-05-2035 to 03-06-2035,0,
30-05-2035 to 04-06-2035,0,
01-06-2035 to 05-06-2035,0,
02-06-2035 to 06-06-2035,0,
03-06-2035 to 07-06-2035,0,
04-06-2035 to 08-06-2035,0,
05-06-2035 to 09-06-2035,0,
06-06-2035 to 10-06-2035,0,
07-06-2035 to 11-06-2035,0,
08-06-2035 to 12-06-2035,0,
09-06-2035 to 13-06-2035,0,
10-06-2035 to 14-06-2035,0,
11-06-2035 to 15-06-2035,0,
12-06-2035 to 16-06-2035,0,
13-06-2035 to 17-06-2035,0,
14-06-2035 to 18-06-2035,0,
15-06-2035 to 19-06-2035,0,
16-06-2035 to 20-06-2035,0,
17-06-2035 to 21-06-2035,0,
18-06-2035 to 22-06-2035,0,
19-06-2035 to 23-06-2035,0,
20-06-2035 to 24-06-2035,0,
21-06-2035 to 25-06-2035,0,
22-06-2035 to 26-06-2035,0,
23-06-2035 to 27-06-2035,0,
24-06-2035 to 28-06-2035,0,
25-06-2035 to 29-06-2035,0,
26-06-2035 to 30-06-2035,0,
27-06-2035 to 01-07-2035,0,
28-06-2035 to 02-07-2035,0,
29-06-2035 to 03-07-2035,0,
30-06-2035 to 04-07-2035,0,
01-07-2035 to 05-07-2035,0,
02-07-2035 to 06-07-2035,0,
03-07-2035 to 07-07-2035,0,
04-07-2035 to 08-07-2035,0,
05-07-2035 to 09-07-2035,0,
06-07-2035 to 10-07-2035,0,
07-07-2035 to 11-07-2035,0,
08-07-2035 to 12-07-2035,0,
09-07-2035 to 13-07-2035,0,
10-07-2035 to 14-07-2035,0,
11-07-2035 to 15-07-2035,0,
12-07-2035 to 16-07-2035,0,
13-07-2035 to 17-07-2035,0,
14-07-2035 to 18-07-2035,0,
15-07-2035 to 19-07-2035,0,
16-07-2035 to 20-07-2035,0,
17-07-2035 to 21-07-2035,0,
18-07-2035 to 22-07-2035,0,
19-07-2035 to 23-07-2035,0,
20-07-2035 to 24-07-2035,0,
21-07-2035 to 25-07-2035,0,
22-07-2035 to 26-07-2035,0,
23-07-2035 to 27-07-2035,0,
24-07-2035 to 28-07-2035,0,
25-07-2035 to 29-07-2035,0,
26-07-2035 to 30-07-2035,0,
27-07-2035 to 01-08-2035,0,
28-07-2035 to 02-08-2035,0,
29-07-2035 to 03-08-2035,0,
30-07-2035 to 04-08-2035,0,
01-08-2035 to 05-08-2035,0,
02-08-2035 to 06-08-2035,0,
03-08-2035 to 07-08-2035,0,
04-08-2035 to 08-08-2035,0,
05-08-2035 to 09-08-2035,0,
06-08-2035 to 10-08-2035,0,
07-08-2035 to 11-08-2035,0,
08-08-2035 to 12-08-2035,0,
09-08-2035 to 13-08-2035,0,
10-08-2035 to 14-08-2035,0,
11-08-2035 to 15-08-2035,0,
12-08-2035 to 16-08-2035,0,
13-08-2035 to 17-08-2035,0,
14-08-2035 to 18-08-2035,0,
15-08-2035 to 19-08-2035,0,
16-08-2035 to 20-08-2035,0,
17-08-2035 to 21-08-2035,0,
18-08-2035 to 22-08-2035,0,
19-08-2035 to 23-08-2035,0,
20-08-2035 to 24-08-2035,0,
21-08-2035 to 25-08-2035,0,
22-08-2035 to 26-08-2035,0,
23-08-2035 to 27-08-2035,0,
24-08-2035 to 28-08-2035,0,
25-08-2035 to 29-08-2035,0,
26-08-2035 to 30-08-2035,0,
27-08-2035 to 01-09-2035,0,
28-08-2035 to 02-09-2035,0,
29-08-2035 to 03-09-2035,0,
30-08-2035 to 04-09-2035,0,
27-05-2036 to 01-06-2036,0,
28-05-2036 to 02-06-2036,0,
29-05-2036 to 03-06-2036,0,
30-05-2036 to 04-06-2036,0,
01-06-2036 to 05-06-2036,0,
02-06-2036 to 06-06-2036,0,
03-06-2036 to 07-06-2036,0,
04-06-2036 to 08-06-2036,0,
05-06-2036 to 09-06-2036,0,
06-06-2036 to 10-06-2036,0,
07-06-2036 to 11-06-2036,0,
08-06-2036 to 12-06-2036,0,
09-06-2036 to 13-06-2036,0,
10-06-2036 to 14-06-2036,0,
11-06-2036 to 15-06-2036,0,
12-06-2036 to 16-06-2036,0,
13-06-2036 to 17-06-2036,0,
14-06-2036 to 18-06-2036,0,
15-06-2036 to 19-06-2036,0,
16-06-2036 to 20-06-2036,0,
17-06-2036 to 21-06-2036,0,
18-06-2036 to 22-06-2036,0,
19-06-2036 to 23-06-2036,0,
20-06-2036 to 24-06-2036,0,
21-06-2036 to 25-06-2036,0,
22-06-2036 to 26-06-2036,0,
23-06-2036 to 27-06-2036,0,
24-06-2036 to 28-06-2036,0,
25-06-2036 to 29-06-2036,0,
26-06-2036 to 30-06-2036,0,
27-06-2036 to 01-07-2036,0,
28-06-2036 to 02-07-2036,0,
29-06-2036 to 03-07-2036,0,
30-06-2036 to 04-07-2036,0,
01-07-2036 to 05-07-2036,0,
02-07-2036 to 06-07-2036,0,
03-07-2036 to 07-07-2036,0,
04-07-2036 to 08-07-2036,0,
05-07-2036 to 09-07-2036,0,
06-07-2036 to 10-07-2036,0,
07-07-2036 to 11-07-2036,0,
08-07-2036 to 12-07-2036,0,
09-07-2036 to 13-07-2036,0,
10-07-2036 to 14-07-2036,0,
11-07-2036 to 15-07-2036,0,
12-07-2036 to 16-07-2036,0,
13-07-2036 to 17-07-2036,0,
14-07-2036 to 18-07-2036,0,
15-07-2036 to 19-07-2036,0,
16-07-2036 to 20-07-2036,0,
17-07-2036 to 21-07-2036,0,
18-07-2036 to 22-07-2036,0,
19-07-2036 to 23-07-2036,0,
20-07-2036 to 24-07-2036,0,
21-07-2036 to 25-07-2036,0,
22-07-2036 to 26-07-2036,0,
23-07-2036 to 27-07-2036,0,
24-07-2036 to 28-07-2036,0,
25-07-2036 to 29-07-2036,0,
26-07-2036 to 30-07-2036,0,
27-07-2036 to 01-08-2036,0,
28-07-2036 to 02-08-2036,0,
29-07-2036 to 03-08-2036,0,
30-07-2036 to 04-08-2036,0,
01-08-2036 to 05-08-2036,0,
02-08-2036 to 06-08-2036,0,
03-08-2036 to 07-08-2036,0,
04-08-2036 to 08-08-2036,0,
05-08-2036 to 09-08-2036,0,
06-08-2036 to 10-08-2036,0,
07-08-2036 to 11-08-2036,0,
08-08-2036 to 12-08-2036,0,
09-08-2036 to 13-08-2036,0,
10-08-2036 to 14-08-2036,0,
11-08-2036 to 15-08-2036,0,
12-08-2036 to 16-08-2036,0,
13-08-2036 to 17-08-2036,0,
14-08-2036 to 18-08-2036,0,
15-08-2036 to 19-08-2036,0,
16-08-2036 to 20-08-2036,0,
17-08-2036 to 21-08-2036,0,
18-08-2036 to 22-08-2036,0,
19-08-2036 to 23-08-2036,0,
20-08-2036 to 24-08-2036,0,
21-08-2036 to 25-08-2036,0,
22-08-2036 to 26-08-2036,0,
23-08-2036 to 27-08-2036,0,
24-08-2036 to 28-08-2036,0,
25-08-2036 to 29-08-2036,0,
26-08-2036 to 30-08-2036,0,
27-08-2036 to 01-09-2036,0,
28-08-2036 to 02-09-2036,0,
29-08-2036 to 03-09-2036,0,
30-08-2036 to 04-09-2036,0,
27-05-2037 to 01-06-2037,0,
28-05-2037 to 02-06-2037,0,
29-05-2037 to 03-06-2037,0,
30-05-2037 to 04-06-2037,0,
01-06-2037 to 05-06-2037,0,
02-06-2037 to 06-06-2037,0,
03-06-2037 to 07-06-2037,0,
04-06-2037 to 08-06-2037,0,
05-06-2037 to 09-06-2037,0,
06-06-2037 to 10-06-2037,0,
07-06-2037 to 11-06-2037,0,
08-06-2037 to 12-06-2037,0,
09-06-2037 to 13-06-2037,0,
10-06-2037 to 14-06-2037,0,
11-06-2037 to 15-06-2037,0,
12-06-2037 to 16-06-2037,0,
13-06-2037 to 17-06-2037,0,
14-06-2037 to 18-06-2037,0,
15-06-2037 to 19-06-2037,0,
16-06-2037 to 20-06-2037,0,
17-06-2037 to 21-06-2037,0,
18-06-2037 to 22-06-2037,0,
19-06-2037 to 23-06-2037,0,
20-06-2037 to 24-06-2037,0,
21-06-2037 to 25-06-2037,0,
22-06-2037 to 26-06-2037,0,
23-06-2037 to 27-06-2037,0,
24-06-2037 to 28-06-2037,0,
25-06-2037 to 29-06-2037,0,
26-06-2037 to 30-06-2037,0,
27-06-2037 to 01-07-2037,0,
28-06-2037 to 02-07-2037,0,
29-06-2037 to 03-07-2037,0,
30-06-2037 to 04-07-2037,0,
01-07-2037 to 05-07-2037,0,
02-07-2037 to 06-07-2037,0,
03-07-2037 to 07-07-2037,0,
04-07-2037 to 08-07-2037,0,
05-07-2037 to 09-07-2037,0,
06-07-2037 to 10-07-2037,0,
07-07-2037 to 11-07-2037,0,
08-07-2037 to 12-07-2037,0,
09-07-2037 to 13-07-2037,0,
10-07-2037 to 14-07-2037,0,
11-07-2037 to 15-07-2037,0,
12-07-2037 to 16-07-2037,0,
13-07-2037 to 17-07-2037,0,
14-07-2037 to 18-07-2037,0,
15-07-2037 to 19-07-2037,0,
16-07-2037 to 20-07-2037,0,
17-07-2037 to 21-07-2037,0,
18-07-2037 to 22-07-2037,0,
19-07-2037 to 23-07-2037,0,
20-07-2037 to 24-07-2037,0,
21-07-2037 to 25-07-2037,0,
22-07-2037 to 26-07-2037,0,
23-07-2037 to 27-07-2037,0,
24-07-2037 to 28-07-2037,0,
25-07-2037 to 29-07-2037,0,
26-07-2037 to 30-07-2037,0,
27-07-2037 to 01-08-2037,0,
28-07-2037 to 02-08-2037,0,
29-07-2037 to 03-08-2037,0,
30-07-2037 to 04-08-2037,0,
01-08-2037 to 05-08-2037,0,
02-08-2037 to 06-08-2037,0,
03-08-2037 to 07-08-2037,0,
04-08-2037 to 08-08-2037,0,
05-08-2037 to 09-08-2037,0,
06-08-2037 to 10-08-2037,0,
07-08-2037 to 11-08-2037,0,
08-08-2037 to 12-08-2037,0,
09-08-2037 to 13-08-2037,0,
10-08-2037 to 14-08-2037,0,
11-08-2037 to 15-08-2037,0,
12-08-2037 to 16-08-2037,0,
13-08-2037 to 17-08-2037,0,
14-08-2037 to 18-08-2037,0,
15-08-2037 to 19-08-2037,0,
16-08-2037 to 20-08-2037,0,
17-08-2037 to 21-08-2037,0,
18-08-2037 to 22-08-2037,0,
19-08-2037 to 23-08-2037,0,
20-08-2037 to 24-08-2037,0,
21-08-2037 to 25-08-2037,0,
22-08-2037 to 26-08-2037,0,
23-08-2037 to 27-08-2037,0,
24-08-2037 to 28-08-2037,0,
25-08-2037 to 29-08-2037,0,
26-08-2037 to 30-08-2037,0,
27-08-2037 to 01-09-2037,0,
28-08-2037 to 02-09-2037,0,
29-08-2037 to 03-09-2037,0,
30-08-2037 to 04-09-2037,0,
27-05-2038 to 01-06-2038,0,
28-05-2038 to 02-06-2038,0,
29-05-2038 to 03-06-2038,0,
30-05-2038 to 04-06-2038,0,
01-06-2038 to 05-06-2038,0,
02-06-2038 to 06-06-2038,0,
03-06-2038 to 07-06-2038,0,
04-06-2038 to 08-06-2038,0,
05-06-2038 to 09-06-2038,0,
06-06-2038 to 10-06-2038,0,
07-06-2038 to 11-06-2038,0,
08-06-2038 to 12-06-2038,0,
09-06-2038 to 13-06-2038,0,
10-06-2038 to 14-06-2038,0,
11-06-2038 to 15-06-2038,0,
12-06-2038 to 16-06-2038,0,
13-06-2038 to 17-06-2038,0,
14-06-2038 to 18-06-2038,0,
15-06-2038 to 19-06-2038,0,
16-06-2038 to 20-06-2038,0,
17-06-2038 to 21-06-2038,0,
18-06-2038 to 22-06-2038,0,
19-06-2038 to 23-06-2038,0,
20-06-2038 to 24-06-2038,0,
21-06-2038 to 25-06-2038,0,
22-06-2038 to 26-06-2038,0,
23-06-2038 to 27-06-2038,0,
24-06-2038 to 28-06-2038,0,
25-06-2038 to 29-06-2038,0,
26-06-2038 to 30-06-2038,0,
27-06-2038 to 01-07-2038,0,
28-06-2038 to 02-07-2038,0,
29-06-2038 to 03-07-2038,0,
30-06-2038 to 04-07-2038,0,
01-07-2038 to 05-07-2038,0,
02-07-2038 to 06-07-2038,0,
03-07-2038 to 07-07-2038,0,
04-07-2038 to 08-07-2038,0,
05-07-2038 to 09-07-2038,0,
06-07-2038 to 10-07-2038,0,
07-07-2038 to 11-07-2038,0,
08-07-2038 to 12-07-2038,0,
09-07-2038 to 13-07-2038,0,
10-07-2038 to 14-07-2038,0,
11-07-2038 to 15-07-2038,0,
12-07-2038 to 16-07-2038,0,
13-07-2038 to 17-07-2038,0,
14-07-2038 to 18-07-2038,0,
15-07-2038 to 19-07-2038,0,
16-07-2038 to 20-07-2038,0,
17-07-2038 to 21-07-2038,0,
18-07-2038 to 22-07-2038,0,
19-07-2038 to 23-07-2038,0,
20-07-2038 to 24-07-2038,0,
21-07-2038 to 25-07-2038,0,
22-07-2038 to 26-07-2038,0,
23-07-2038 to 27-07-2038,0,
24-07-2038 to 28-07-2038,0,
25-07-2038 to 29-07-2038,0,
26-07-2038 to 30-07-2038,0,
27-07-2038 to 01-08-2038,0,
28-07-2038 to 02-08-2038,0,
29-07-2038 to 03-08-2038,0,
30-07-2038 to 04-08-2038,0,
01-08-2038 to 05-08-2038,0,
02-08-2038 to 06-08-2038,0,
03-08-2038 to 07-08-2038,0,
04-08-2038 to 08-08-2038,0,
05-08-2038 to 09-08-2038,0,
06-08-2038 to 10-08-2038,0,
07-08-2038 to 11-08-2038,0,
08-08-2038 to 12-08-2038,0,
09-08-2038 to 13-08-2038,0,
10-08-2038 to 14-08-2038,0,
11-08-2038 to 15-08-2038,0,
12-08-2038 to 16-08-2038,0,
13-08-2038 to 17-08-2038,0,
14-08-2038 to 18-08-2038,0,
15-08-2038 to 19-08-2038,0,
16-08-2038 to 20-08-2038,0,
17-08-2038 to 21-08-2038,0,
18-08-2038 to 22-08-2038,0,
19-08-2038 to 23-08-2038,0,
20-08-2038 to 24-08-2038,0,
21-08-2038 to 25-08-2038,0,
22-08-2038 to 26-08-2038,0,
23-08-2038 to 27-08-2038,0,
24-08-2038 to 28-08-2038,0,
25-08-2038 to 29-08-2038,0,
26-08-2038 to 30-08-2038,0,
27-08-2038 to 01-09-2038,0,
28-08-2038 to 02-09-2038,0,
29-08-2038 to 03-09-2038,0,
30-08-2038 to 04-09-2038,0,
27-05-2039 to 01-06-2039,0,
28-05-2039 to 02-06-2039,0,
29-05-2039 to 03-06-2039,0,
30-05-2039 to 04-06-2039,0,
01-06-2039 to 05-06-2039,0,
02-06-2039 to 06-06-2039,0,
03-06-2039 to 07-06-2039,0,
04-06-2039 to 08-06-2039,0,
05-06-2039 to 09-06-2039,0,
06-06-2039 to 10-06-2039,0,
07-06-2039 to 11-06-2039,0,
08-06-2039 to 12-06-2039,0,
09-06-2039 to 13-06-2039,0,
10-06-2039 to 14-06-2039,0,
11-06-2039 to 15-06-2039,0,
12-06-2039 to 16-06-2039,0,
13-06-2039 to 17-06-2039,0,
14-06-2039 to 18-06-2039,0,
15-06-2039 to 19-06-2039,0,
16-06-2039 to 20-06-2039,0,
17-06-2039 to 21-06-2039,0,
18-06-2039 to 22-06-2039,0,
19-06-2039 to 23-06-2039,0,
20-06-2039 to 24-06-2039,0,
21-06-2039 to 25-06-2039,0,
22-06-2039 to 26-06-2039,0,
23-06-2039 to 27-06-2039,0,
24-06-2039 to 28-06-2039,0,
25-06-2039 to 29-06-2039,0,
26-06-2039 to 30-06-2039,0,
27-06-2039 to 01-07-2039,0,
28-06-2039 to 02-07-2039,0,
29-06-2039 to 03-07-2039,0,
30-06-2039 to 04-07-2039,0,
01-07-2039 to 05-07-2039,0,
02-07-2039 to 06-07-2039,0,
03-07-2039 to 07-07-2039,0,
04-07-2039 to 08-07-2039,0,
05-07-2039 to 09-07-2039,0,
06-07-2039 to 10-07-2039,0,
07-07-2039 to 11-07-2039,0,
08-07-2039 to 12-07-2039,0,
09-07-2039 to 13-07-2039,0,
10-07-2039 to 14-07-2039,0,
11-07-2039 to 15-07-2039,0,
12-07-2039 to 16-07-2039,0,
13-07-2039 to 17-07-2039,0,
14-07-2039 to 18-07-2039,0,
15-07-2039 to 19-07-2039,0,
16-07-2039 to 20-07-2039,0,
17-07-2039 to 21-07-2039,0,
18-07-2039 to 22-07-2039,0,
19-07-2039 to 23-07-2039,0,
20-07-2039 to 24-07-2039,0,
21-07-2039 to 25-07-2039,0,
22-07-2039 to 26-07-2039,0,
23-07-2039 to 27-07-2039,0,
24-07-2039 to 28-07-2039,0,
25-07-2039 to 29-07-2039,0,
26-07-2039 to 30-07-2039,0,
27-07-2039 to 01-08-2039,0,
28-07-2039 to 02-08-2039,0,
29-07-2039 to 03-08-2039,0,
30-07-2039 to 04-08-2039,0,
01-08-2039 to 05-08-2039,0,
02-08-2039 to 06-08-2039,0,
03-08-2039 to 07-08-2039,0,
04-08-2039 to 08-08-2039,0,
05-08-2039 to 09-08-2039,0,
06-08-2039 to 10-08-2039,0,
07-08-2039 to 11-08-2039,0,
08-08-2039 to 12-08-2039,0,
09-08-2039 to 13-08-2039,0,
10-08-2039 to 14-08-2039,0,
11-08-2039 to 15-08-2039,0,
12-08-2039 to 16-08-2039,0,
13-08-2039 to 17-08-2039,0,
14-08-2039 to 18-08-2039,0,
15-08-2039 to 19-08-2039,0,
16-08-2039 to 20-08-2039,0,
17-08-2039 to 21-08-2039,0,
18-08-2039 to 22-08-2039,0,
19-08-2039 to 23-08-2039,0,
20-08-2039 to 24-08-2039,0,
21-08-2039 to 25-08-2039,0,
22-08-2039 to 26-08-2039,0,
23-08-2039 to 27-08-2039,0,
24-08-2039 to 28-08-2039,0,
25-08-2039 to 29-08-2039,0,
26-08-2039 to 30-08-2039,0,
27-08-2039 to 01-09-2039,0,
28-08-2039 to 02-09-2039,0,
29-08-2039 to 03-09-2039,0,
30-08-2039 to 04-09-2039,0,
27-05-2040 to 01-06-2040,0,
28-05-2040 to 02-06-2040,0,
29-05-2040 to 03-06-2040,0,
30-05-2040 to 04-06-2040,0,
01-06-2040 to 05-06-2040,0,
02-06-2040 to 06-06-2040,0,
03-06-2040 to 07-06-2040,0,
04-06-2040 to 08-06-2040,0,
05-06-2040 to 09-06-2040,0,
06-06-2040 to 10-06-2040,0,
07-06-2040 to 11-06-2040,0,
08-06-2040 to 12-06-2040,0,
09-06-2040 to 13-06-2040,0,
10-06-2040 to 14-06-2040,0,
11-06-2040 to 15-06-2040,0,
12-06-2040 to 16-06-2040,0,
13-06-2040 to 17-06-2040,0,
14-06-2040 to 18-06-2040,0,
15-06-2040 to 19-06-2040,0,
16-06-2040 to 20-06-2040,0,
17-06-2040 to 21-06-2040,0,
18-06-2040 to 22-06-2040,0,
19-06-2040 to 23-06-2040,0,
20-06-2040 to 24-06-2040,0,
21-06-2040 to 25-06-2040,0,
22-06-2040 to 26-06-2040,0,
23-06-2040 to 27-06-2040,0,
24-06-2040 to 28-06-2040,0,
25-06-2040 to 29-06-2040,0,
26-06-2040 to 30-06-2040,0,
27-06-2040 to 01-07-2040,0,
28-06-2040 to 02-07-2040,0,
29-06-2040 to 03-07-2040,0,
30-06-2040 to 04-07-2040,0,
01-07-2040 to 05-07-2040,0,
02-07-2040 to 06-07-2040,0,
03-07-2040 to 07-07-2040,0,
04-07-2040 to 08-07-2040,0,
05-07-2040 to 09-07-2040,0,
06-07-2040 to 10-07-2040,0,
07-07-2040 to 11-07-2040,0,
08-07-2040 to 12-07-2040,0,
09-07-2040 to 13-07-2040,0,
10-07-2040 to 14-07-2040,0,
11-07-2040 to 15-07-2040,0,
12-07-2040 to 16-07-2040,0,
13-07-2040 to 17-07-2040,0,
14-07-2040 to 18-07-2040,0,
15-07-2040 to 19-07-2040,0,
16-07-2040 to 20-07-2040,0,
17-07-2040 to 21-07-2040,0,
18-07-2040 to 22-07-2040,0,
19-07-2040 to 23-07-2040,0,
20-07-2040 to 24-07-2040,0,
21-07-2040 to 25-07-2040,0,
22-07-2040 to 26-07-2040,0,
23-07-2040 to 27-07-2040,0,
24-07-2040 to 28-07-2040,0,
25-07-2040 to 29-07-2040,0,
26-07-2040 to 30-07-2040,0,
27-07-2040 to 01-08-2040,0,
28-07-2040 to 02-08-2040,0,
29-07-2040 to 03-08-2040,0,
30-07-2040 to 04-08-2040,0,
01-08-2040 to 05-08-2040,0,
02-08-2040 to 06-08-2040,0,
03-08-2040 to 07-08-2040,0,
04-08-2040 to 08-08-2040,0,
05-08-2040 to 09-08-2040,0,
06-08-2040 to 10-08-2040,0,
07-08-2040 to 11-08-2040,0,
08-08-2040 to 12-08-2040,0,
09-08-2040 to 13-08-2040,0,
10-08-2040 to 14-08-2040,0,
11-08-2040 to 15-08-2040,0,
12-08-2040 to 16-08-2040,0,
13-08-2040 to 17-08-2040,0,
14-08-2040 to 18-08-2040,0,
15-08-2040 to 19-08-2040,0,
16-08-2040 to 20-08-2040,0,
17-08-2040 to 21-08-2040,0,
18-08-2040 to 22-08-2040,0,
19-08-2040 to 23-08-2040,0,
20-08-2040 to 24-08-2040,0,
21-08-2040 to 25-08-2040,0,
22-08-2040 to 26-08-2040,0,
23-08-2040 to 27-08-2040,0,
24-08-2040 to 28-08-2040,0,
25-08-2040 to 29-08-2040,0,
26-08-2040 to 30-08-2040,0,
27-08-2040 to 01-09-2040,0,
28-08-2040 to 02-09-2040,0,
29-08-2040 to 03-09-2040,0,
30-08-2040 to 04-09-2040,0,
27-05-2041 to 01-06-2041,0,
28-05-2041 to 02-06-2041,0,
29-05-2041 to 03-06-2041,0,
30-05-2041 to 04-06-2041,0,
01-06-2041 to 05-06-2041,0,
02-06-2041 to 06-06-2041,0,
03-06-2041 to 07-06-2041,0,
04-06-2041 to 08-06-2041,0,
05-06-2041 to 09-06-2041,0,
06-06-2041 to 10-06-2041,0,
07-06-2041 to 11-06-2041,0,
08-06-2041 to 12-06-2041,0,
09-06-2041 to 13-06-2041,0,
10-06-2041 to 14-06-2041,0,
11-06-2041 to 15-06-2041,0,
12-06-2041 to 16-06-2041,0,
13-06-2041 to 17-06-2041,0,
14-06-2041 to 18-06-2041,0,
15-06-2041 to 19-06-2041,0,
16-06-2041 to 20-06-2041,0,
17-06-2041 to 21-06-2041,0,
18-06-2041 to 22-06-2041,0,
19-06-2041 to 23-06-2041,0,
20-06-2041 to 24-06-2041,0,
21-06-2041 to 25-06-2041,0,
22-06-2041 to 26-06-2041,0,
23-06-2041 to 27-06-2041,0,
24-06-2041 to 28-06-2041,0,
25-06-2041 to 29-06-2041,0,
26-06-2041 to 30-06-2041,0,
27-06-2041 to 01-07-2041,0,
28-06-2041 to 02-07-2041,0,
29-06-2041 to 03-07-2041,0,
30-06-2041 to 04-07-2041,0,
01-07-2041 to 05-07-2041,0,
02-07-2041 to 06-07-2041,0,
03-07-2041 to 07-07-2041,0,
04-07-2041 to 08-07-2041,0,
05-07-2041 to 09-07-2041,0,
06-07-2041 to 10-07-2041,0,
07-07-2041 to 11-07-2041,0,
08-07-2041 to 12-07-2041,0,
09-07-2041 to 13-07-2041,0,
10-07-2041 to 14-07-2041,0,
11-07-2041 to 15-07-2041,0,
12-07-2041 to 16-07-2041,0,
13-07-2041 to 17-07-2041,0,
14-07-2041 to 18-07-2041,0,
15-07-2041 to 19-07-2041,0,
16-07-2041 to 20-07-2041,0,
17-07-2041 to 21-07-2041,0,
18-07-2041 to 22-07-2041,0,
19-07-2041 to 23-07-2041,0,
20-07-2041 to 24-07-2041,0,
21-07-2041 to 25-07-2041,0,
22-07-2041 to 26-07-2041,0,
23-07-2041 to 27-07-2041,0,
24-07-2041 to 28-07-2041,0,
25-07-2041 to 29-07-2041,0,
26-07-2041 to 30-07-2041,0,
27-07-2041 to 01-08-2041,0,
28-07-2041 to 02-08-2041,0,
29-07-2041 to 03-08-2041,0,
30-07-2041 to 04-08-2041,0,
01-08-2041 to 05-08-2041,0,
02-08-2041 to 06-08-2041,0,
03-08-2041 to 07-08-2041,0,
04-08-2041 to 08-08-2041,0,
05-08-2041 to 09-08-2041,0,
06-08-2041 to 10-08-2041,0,
07-08-2041 to 11-08-2041,0,
08-08-2041 to 12-08-2041,0,
09-08-2041 to 13-08-2041,0,
10-08-2041 to 14-08-2041,0,
11-08-2041 to 15-08-2041,0,
12-08-2041 to 16-08-2041,0,
13-08-2041 to 17-08-2041,0,
14-08-2041 to 18-08-2041,0,
15-08-2041 to 19-08-2041,0,
16-08-2041 to 20-08-2041,0,
17-08-2041 to 21-08-2041,0,
18-08-2041 to 22-08-2041,0,
19-08-2041 to 23-08-2041,0,
20-08-2041 to 24-08-2041,0,
21-08-2041 to 25-08-2041,0,
22-08-2041 to 26-08-2041,0,
23-08-2041 to 27-08-2041,0,
24-08-2041 to 28-08-2041,0,
25-08-2041 to 29-08-2041,0,
26-08-2041 to 30-08-2041,0,
27-08-2041 to 01-09-2041,0,
28-08-2041 to 02-09-2041,0,
29-08-2041 to 03-09-2041,0,
30-08-2041 to 04-09-2041,0,
27-05-2042 to 01-06-2042,0,
28-05-2042 to 02-06-2042,0,
29-05-2042 to 03-06-2042,0,
30-05-2042 to 04-06-2042,0,
01-06-2042 to 05-06-2042,0,
02-06-2042 to 06-06-2042,0,
03-06-2042 to 07-06-2042,0,
04-06-2042 to 08-06-2042,0,
05-06-2042 to 09-06-2042,0,
06-06-2042 to 10-06-2042,0,
07-06-2042 to 11-06-2042,0,
08-06-2042 to 12-06-2042,0,
09-06-2042 to 13-06-2042,0,
10-06-2042 to 14-06-2042,0,
11-06-2042 to 15-06-2042,0,
12-06-2042 to 16-06-2042,0,
13-06-2042 to 17-06-2042,0,
14-06-2042 to 18-06-2042,0,
15-06-2042 to 19-06-2042,0,
16-06-2042 to 20-06-2042,0,
17-06-2042 to 21-06-2042,0,
18-06-2042 to 22-06-2042,0,
19-06-2042 to 23-06-2042,0,
20-06-2042 to 24-06-2042,0,
